2026/09/07 13:24:00.270, NVIDIA GeForce RTX 3090, P0, 270.00 W, 185.09 W, 70, 1 MiB, 24576 MiB, 0 %
2026/09/07 13:24:02.275, NVIDIA GeForce RTX 3090, P2, 270.00 W, 130.58 W, 62, 420 MiB, 24576 MiB, 0 %
2026/09/07 13:24:04.275, NVIDIA GeForce RTX 3090, P2, 270.00 W, 159.30 W, 67, 818 MiB, 24576 MiB, 5 %
2026/09/07 13:24:06.276, NVIDIA GeForce RTX 3090, P2, 270.00 W, 180.54 W, 69, 3014 MiB, 24576 MiB, 27 %
2026/09/07 13:24:08.276, NVIDIA GeForce RTX 3090, P2, 270.00 W, 181.16 W, 69, 3014 MiB, 24576 MiB, 16 %
2026/09/07 13:24:10.277, NVIDIA GeForce RTX 3090, P2, 270.00 W, 210.55 W, 72, 9946 MiB, 24576 MiB, 60 %
2026/09/07 13:24:12.278, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.58 W, 73, 10000 MiB, 24576 MiB, 80 %
2026/09/07 13:24:14.278, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.81 W, 70, 10006 MiB, 24576 MiB, 0 %
2026/09/07 13:24:16.279, NVIDIA GeForce RTX 3090, P2, 270.00 W, 239.20 W, 74, 10006 MiB, 24576 MiB, 56 %
2026/09/07 13:24:18.279, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.68 W, 71, 10006 MiB, 24576 MiB, 10 %
2026/09/07 13:24:20.280, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.26 W, 73, 10006 MiB, 24576 MiB, 79 %
2026/09/07 13:24:22.281, NVIDIA GeForce RTX 3090, P2, 270.00 W, 218.32 W, 71, 12010 MiB, 24576 MiB, 7 %
2026/09/07 13:24:24.281, NVIDIA GeForce RTX 3090, P2, 270.00 W, 202.07 W, 71, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:24:26.282, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.81 W, 74, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:24:28.283, NVIDIA GeForce RTX 3090, P2, 270.00 W, 220.55 W, 72, 12010 MiB, 24576 MiB, 54 %
2026/09/07 13:24:30.283, NVIDIA GeForce RTX 3090, P2, 270.00 W, 195.10 W, 71, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:24:32.284, NVIDIA GeForce RTX 3090, P2, 270.00 W, 236.24 W, 74, 12010 MiB, 24576 MiB, 45 %
2026/09/07 13:24:34.284, NVIDIA GeForce RTX 3090, P2, 270.00 W, 213.80 W, 72, 12010 MiB, 24576 MiB, 7 %
2026/09/07 13:24:36.285, NVIDIA GeForce RTX 3090, P2, 270.00 W, 185.39 W, 71, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:24:38.285, NVIDIA GeForce RTX 3090, P2, 270.00 W, 248.26 W, 75, 12010 MiB, 24576 MiB, 79 %
2026/09/07 13:24:40.286, NVIDIA GeForce RTX 3090, P2, 270.00 W, 216.65 W, 73, 12010 MiB, 24576 MiB, 1 %
2026/09/07 13:24:42.287, NVIDIA GeForce RTX 3090, P2, 270.00 W, 165.88 W, 69, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:24:44.287, NVIDIA GeForce RTX 3090, P2, 270.00 W, 253.08 W, 73, 12010 MiB, 24576 MiB, 75 %
2026/09/07 13:24:46.288, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.65 W, 74, 12010 MiB, 24576 MiB, 43 %
2026/09/07 13:24:48.289, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.33 W, 71, 12010 MiB, 24576 MiB, 6 %
2026/09/07 13:24:50.289, NVIDIA GeForce RTX 3090, P2, 270.00 W, 247.58 W, 73, 12010 MiB, 24576 MiB, 18 %
2026/09/07 13:24:52.290, NVIDIA GeForce RTX 3090, P2, 270.00 W, 225.48 W, 74, 12010 MiB, 24576 MiB, 71 %
2026/09/07 13:24:54.291, NVIDIA GeForce RTX 3090, P2, 270.00 W, 191.75 W, 71, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:24:56.291, NVIDIA GeForce RTX 3090, P2, 270.00 W, 247.88 W, 74, 12010 MiB, 24576 MiB, 47 %
2026/09/07 13:24:58.292, NVIDIA GeForce RTX 3090, P2, 270.00 W, 229.43 W, 73, 12010 MiB, 24576 MiB, 80 %
2026/09/07 13:25:00.293, NVIDIA GeForce RTX 3090, P2, 270.00 W, 173.83 W, 69, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:25:02.293, NVIDIA GeForce RTX 3090, P2, 270.00 W, 248.02 W, 74, 12010 MiB, 24576 MiB, 53 %
2026/09/07 13:25:04.294, NVIDIA GeForce RTX 3090, P2, 270.00 W, 230.55 W, 74, 12010 MiB, 24576 MiB, 47 %
2026/09/07 13:25:06.294, NVIDIA GeForce RTX 3090, P2, 270.00 W, 167.70 W, 69, 12010 MiB, 24576 MiB, 5 %
2026/09/07 13:25:08.295, NVIDIA GeForce RTX 3090, P2, 270.00 W, 251.04 W, 74, 12010 MiB, 24576 MiB, 11 %
2026/09/07 13:25:10.296, NVIDIA GeForce RTX 3090, P2, 270.00 W, 243.87 W, 73, 12010 MiB, 24576 MiB, 12 %
2026/09/07 13:25:12.296, NVIDIA GeForce RTX 3090, P2, 270.00 W, 190.50 W, 71, 12010 MiB, 24576 MiB, 12 %
2026/09/07 13:25:14.297, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.77 W, 74, 12010 MiB, 24576 MiB, 19 %
2026/09/07 13:25:16.297, NVIDIA GeForce RTX 3090, P2, 270.00 W, 249.63 W, 73, 12010 MiB, 24576 MiB, 89 %
2026/09/07 13:25:18.298, NVIDIA GeForce RTX 3090, P2, 270.00 W, 186.80 W, 69, 12010 MiB, 24576 MiB, 0 %
2026/09/07 13:25:20.299, NVIDIA GeForce RTX 3090, P2, 270.00 W, 237.37 W, 73, 12010 MiB, 24576 MiB, 47 %
2026/09/07 13:25:22.299, NVIDIA GeForce RTX 3090, P2, 270.00 W, 238.85 W, 72, 12010 MiB, 24576 MiB, 83 %
2026/09/07 13:25:24.300, NVIDIA GeForce RTX 3090, P2, 270.00 W, 201.33 W, 72, 12010 MiB, 24576 MiB, 0 %
